,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1150,1151,20,4,57.0,8280,2,0.0,2,2,2,1,1,5,5,4,6,5,1950,1950,2,3,12,0.0,0.0,2,4,3,2.0,3.0,1.0,5.0,0,4.0,0,932,6,5,2,4.0,932,0,0,0,0,1,0,2,1,3,4,7,4.0,5.0,1.0,306,4.0,5.0,3,0,0,214,0,0,0,0.0,0,11,2007,6,5,124000
1151,1152,20,4,134.0,17755,2,0.0,1,2,2,1,1,5,5,4,6,4,1959,1959,2,3,11,2.0,132.0,2,4,3,2.0,3.0,1.0,2.0,176,4.0,0,1290,6,3,2,5.0,1466,0,0,0,0,1,1,3,1,1,6,7,4.0,5.0,3.0,528,4.0,5.0,3,0,140,0,0,100,0,0.0,0,11,2006,6,5,149900
1152,1153,20,4,90.0,14115,2,0.0,2,2,2,1,1,5,5,4,6,7,1956,2004,2,3,9,0.0,0.0,2,4,6,2.0,3.0,1.0,4.0,296,5.0,547,230,6,5,2,5.0,1811,0,0,0,0,1,0,2,1,4,6,7,4.0,5.0,3.0,470,4.0,5.0,3,0,0,280,0,0,0,0.0,0,7,2006,6,2,230000
1153,1154,30,2,0.0,5890,2,0.0,1,2,2,2,1,5,5,4,6,8,1930,2007,2,3,5,0.0,0.0,3,3,2,2.0,3.0,3.0,4.0,538,4.0,0,278,6,5,2,5.0,816,0,0,0,0,1,0,2,1,2,5,7,0.0,2.0,1.0,432,4.0,5.0,3,0,0,96,0,0,0,0.0,0,6,2008,6,5,120500
1154,1155,60,4,0.0,13700,2,0.0,2,2,2,1,1,5,5,4,8,6,1965,1988,2,3,14,3.0,288.0,2,4,3,2.0,3.0,4.0,4.0,454,4.0,0,410,6,3,2,5.0,902,918,0,0,0,1,2,4,1,3,8,7,4.0,5.0,1.0,492,4.0,5.0,3,60,84,0,0,273,0,0.0,0,5,2008,6,5,201800
1155,1156,20,4,90.0,10768,2,0.0,2,2,2,2,1,5,5,4,6,8,1976,2004,2,3,11,0.0,0.0,3,3,3,3.0,3.0,4.0,4.0,1157,4.0,0,280,6,3,2,5.0,1437,0,0,1,0,2,0,3,1,3,6,7,2.0,5.0,2.0,528,4.0,5.0,3,0,21,0,0,180,0,0.0,0,7,2007,6,5,218000
1156,1157,80,4,85.0,9350,2,0.0,1,2,2,1,1,5,5,4,5,8,1965,1999,2,3,12,0.0,0.0,2,3,6,2.0,3.0,4.0,4.0,633,4.0,0,586,6,4,2,5.0,1265,0,0,0,1,2,0,3,1,3,6,7,4.0,5.0,2.0,502,4.0,5.0,3,0,92,0,96,0,0,0.0,0,10,2008,6,5,179900
1157,1158,120,4,34.0,5001,2,0.0,2,2,2,1,1,5,5,3,6,5,2007,2008,2,3,14,3.0,166.0,3,4,6,3.0,3.0,1.0,6.0,904,4.0,0,410,6,5,2,5.0,1314,0,0,1,0,2,0,2,1,3,6,7,4.0,5.0,2.0,626,4.0,5.0,3,172,62,0,0,0,0,0.0,0,7,2009,6,5,230000
1158,1159,20,4,92.0,11932,2,0.0,1,2,2,3,1,3,5,4,6,5,2007,2008,2,3,14,3.0,186.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,1580,6,5,2,5.0,1580,0,0,0,0,2,0,3,1,3,7,7,0.0,5.0,2.0,830,4.0,5.0,3,0,24,0,0,0,0,0.0,0,6,2008,3,6,235128
1159,1160,60,4,76.0,9120,2,0.0,1,2,2,1,1,5,5,4,8,6,1974,1974,5,3,10,2.0,270.0,3,4,3,2.0,3.0,1.0,4.0,442,4.0,0,459,6,3,2,5.0,943,933,0,0,0,2,1,4,1,3,8,7,3.0,5.0,2.0,540,5.0,5.0,3,0,69,0,0,0,0,0.0,0,7,2008,6,5,185000
1160,1161,160,4,24.0,2280,2,0.0,1,2,2,1,1,5,5,3,8,5,1978,1978,2,3,3,0.0,0.0,2,4,3,3.0,3.0,1.0,4.0,311,4.0,0,544,6,2,2,5.0,855,601,0,0,0,2,1,3,1,2,7,7,3.0,5.0,1.0,440,4.0,5.0,3,26,0,0,0,0,0,0.0,0,7,2010,6,5,146000
1161,1162,20,4,0.0,14778,2,0.0,2,3,2,4,1,8,5,4,6,7,1954,2006,5,3,10,2.0,72.0,3,4,3,2.0,3.0,1.0,2.0,728,4.0,0,568,6,5,2,5.0,1640,0,0,1,0,1,0,3,1,3,7,7,4.0,2.0,1.0,924,4.0,5.0,3,108,0,0,216,0,0,0.0,0,11,2008,6,5,224000
1162,1163,20,4,109.0,8724,2,0.0,1,2,2,1,1,5,5,4,6,5,1968,1968,2,3,14,0.0,0.0,2,4,3,3.0,3.0,1.0,2.0,492,4.0,0,402,6,4,2,5.0,894,0,0,0,0,1,0,3,1,2,5,7,1.0,5.0,3.0,450,4.0,5.0,3,0,0,0,0,0,0,0.0,0,5,2007,6,5,129000
1163,1164,90,4,60.0,12900,2,0.0,1,2,2,1,1,3,5,2,2,4,1969,1969,2,3,11,0.0,0.0,2,4,3,3.0,3.0,3.0,6.0,1198,4.0,0,0,6,3,2,5.0,1258,0,0,2,0,0,2,0,2,2,6,7,0.0,1.0,1.0,400,2.0,5.0,3,120,0,0,0,0,0,0.0,0,1,2008,6,4,108959
1164,1165,80,4,0.0,16157,2,0.0,2,2,2,3,1,3,5,4,5,7,1978,1978,2,3,11,0.0,0.0,2,4,6,3.0,3.0,4.0,4.0,680,2.0,391,289,6,5,2,5.0,1432,0,0,1,0,1,1,2,1,3,5,7,3.0,5.0,1.0,588,4.0,5.0,3,168,180,0,0,0,0,0.0,0,6,2007,6,5,194000
1165,1166,20,4,79.0,9541,2,0.0,2,2,2,1,1,5,5,4,6,5,2009,2009,2,3,14,3.0,268.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,1502,6,5,2,5.0,1502,0,0,0,0,2,0,3,1,3,7,7,0.0,5.0,2.0,644,4.0,5.0,3,0,114,0,0,0,0,0.0,0,9,2009,8,6,233170
1166,1167,20,4,64.0,10475,2,0.0,2,2,2,2,1,5,5,4,6,5,2008,2008,2,3,14,3.0,72.0,3,4,6,3.0,3.0,3.0,5.0,0,4.0,0,1694,6,5,2,5.0,1694,0,0,0,0,2,0,3,1,3,7,7,0.0,5.0,2.0,776,4.0,5.0,3,160,33,0,0,0,0,0.0,0,2,2010,6,5,245350
1167,1168,60,4,58.0,10852,2,0.0,2,2,2,1,1,4,5,4,8,5,2000,2000,2,3,14,0.0,0.0,2,4,6,3.0,3.0,1.0,6.0,786,4.0,0,173,6,5,2,5.0,959,712,0,1,0,2,1,3,1,2,7,7,3.0,5.0,3.0,472,4.0,5.0,3,0,38,0,0,0,0,0.0,0,2,2006,6,5,173000
1168,1169,70,4,120.0,13728,2,0.0,1,2,2,2,1,5,5,4,8,7,1935,1986,5,3,8,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,626,4.0,0,501,6,5,2,5.0,1236,872,0,0,0,2,0,4,1,3,7,7,3.0,4.0,1.0,540,4.0,5.0,3,0,0,0,0,90,0,0.0,0,7,2008,6,5,235000
1170,1171,80,4,76.0,9880,2,0.0,1,2,2,1,1,5,5,4,5,6,1977,1977,2,3,11,0.0,0.0,2,4,3,2.0,3.0,3.0,4.0,522,4.0,0,574,6,3,2,5.0,1118,0,0,1,0,1,0,3,1,2,6,7,1.0,5.0,3.0,358,4.0,5.0,3,203,0,0,0,0,576,0.0,0,7,2008,6,5,171000
1171,1172,20,4,76.0,9120,2,0.0,1,2,2,1,1,5,5,4,6,6,1958,1958,5,3,6,0.0,0.0,2,4,3,2.0,3.0,1.0,4.0,662,4.0,0,599,6,5,2,5.0,1261,0,0,1,0,1,0,3,1,2,6,7,3.0,5.0,2.0,433,4.0,5.0,3,0,0,0,0,288,0,2.0,1400,11,2008,6,5,163000
1172,1173,160,5,35.0,4017,2,2.0,2,2,2,1,1,5,5,5,8,5,2006,2007,2,3,6,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,625,6,5,2,5.0,625,625,0,0,0,2,1,2,1,3,5,7,0.0,2.0,3.0,625,4.0,5.0,3,0,54,0,0,0,0,0.0,0,3,2008,6,5,171900
1173,1174,50,4,138.0,18030,2,0.0,2,1,2,1,1,5,5,4,3,6,1946,1994,2,3,6,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,152,1.0,469,977,6,3,2,5.0,1636,971,479,0,0,3,0,3,1,4,12,6,4.0,0.0,0.0,0,0.0,0.0,3,122,0,0,0,0,0,0.0,0,3,2007,6,5,200500
1174,1175,70,4,80.0,16560,2,0.0,2,2,2,1,1,5,5,4,8,8,1932,1950,2,3,5,0.0,0.0,2,4,2,3.0,3.0,1.0,1.0,503,4.0,0,449,6,3,2,5.0,1170,1175,0,0,0,2,1,4,1,2,9,7,4.0,2.0,1.0,360,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2006,6,5,239000
1175,1176,50,4,85.0,10678,2,0.0,1,2,2,1,1,5,5,4,3,5,1992,2000,5,3,10,2.0,337.0,3,4,6,3.0,3.0,1.0,6.0,700,4.0,0,983,6,5,2,5.0,2129,743,0,0,0,2,1,4,1,3,9,7,3.0,5.0,3.0,541,4.0,5.0,3,0,33,0,0,0,0,0.0,0,4,2007,6,5,285000
1176,1177,20,4,37.0,6951,2,0.0,2,2,2,4,1,5,5,4,6,5,1984,1985,2,3,11,0.0,0.0,2,4,3,2.0,3.0,1.0,4.0,658,4.0,0,218,6,3,2,5.0,923,0,0,1,0,1,0,3,1,2,5,7,0.0,5.0,1.0,264,4.0,5.0,3,362,0,0,0,0,0,0.0,0,10,2008,6,5,119500
1177,1178,50,2,0.0,3950,2,1.0,1,1,2,1,1,1,5,4,3,8,1926,2004,2,3,6,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,468,4.0,0,350,6,3,2,5.0,818,406,0,0,0,1,0,3,1,2,5,7,0.0,2.0,1.0,210,4.0,5.0,1,0,0,116,0,0,0,0.0,0,12,2009,6,5,115000
1178,1179,50,4,54.0,7681,2,0.0,2,2,2,3,1,5,5,4,3,6,1921,1950,2,3,5,0.0,0.0,2,4,2,2.0,3.0,1.0,5.0,0,4.0,0,731,6,5,2,5.0,820,523,0,0,0,1,1,3,1,2,7,7,4.0,2.0,1.0,186,2.0,5.0,3,192,0,102,0,0,0,0.0,0,7,2009,6,5,154900
1179,1180,20,4,77.0,8335,2,0.0,1,2,2,2,1,5,5,4,6,5,1954,1954,2,3,5,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0,0.0,0,0,6,4,2,5.0,1124,0,0,0,0,1,0,3,1,2,5,4,4.0,0.0,0.0,0,0.0,0.0,1,0,36,190,0,0,0,0.0,0,4,2006,6,5,93000
1180,1181,60,4,0.0,11170,2,0.0,3,2,2,2,1,5,5,4,8,5,1990,1991,2,3,6,0.0,0.0,2,4,5,3.0,3.0,1.0,3.0,1216,4.0,0,0,6,5,2,5.0,1298,1216,0,0,0,2,1,4,1,2,8,7,0.0,5.0,3.0,693,4.0,5.0,3,0,0,0,0,0,0,0.0,0,4,2006,6,5,250000
1181,1182,120,2,64.0,5587,2,0.0,2,4,2,1,2,5,5,5,6,5,2008,2008,5,3,15,3.0,186.0,4,4,6,4.0,3.0,4.0,6.0,1480,4.0,0,120,6,5,2,5.0,1652,0,0,1,1,2,0,2,1,3,5,7,4.0,5.0,3.0,482,4.0,5.0,3,162,53,0,153,0,0,0.0,0,11,2008,8,6,392500
1183,1184,30,4,60.0,10800,2,1.0,1,2,2,1,1,5,5,4,6,6,1920,1950,5,3,8,0.0,0.0,2,4,2,2.0,3.0,1.0,1.0,821,4.0,0,299,6,5,2,5.0,1130,0,0,1,0,1,0,2,1,2,5,7,4.0,2.0,1.0,720,4.0,5.0,3,229,0,0,0,0,0,0.0,0,6,2006,6,5,120000
1184,1185,20,4,50.0,35133,1,0.0,1,2,2,1,2,5,5,4,6,4,1963,1963,5,3,6,2.0,226.0,2,4,3,2.0,3.0,4.0,1.0,1159,4.0,0,413,6,4,2,5.0,1572,0,0,1,0,1,1,3,1,2,5,7,3.0,3.0,2.0,995,4.0,5.0,3,0,263,0,0,263,0,0.0,0,5,2007,6,5,186700
1185,1186,50,4,60.0,9738,2,0.0,1,2,2,1,1,5,5,4,3,7,1924,1950,2,3,2,0.0,0.0,2,3,2,2.0,3.0,1.0,2.0,392,4.0,0,392,6,4,2,5.0,949,272,0,1,0,1,0,4,1,2,7,7,0.0,5.0,1.0,392,4.0,5.0,3,0,0,236,0,0,0,0.0,0,3,2006,6,5,104900
1186,1187,190,4,107.0,10615,2,0.0,2,1,2,2,2,1,2,1,8,5,1900,1970,2,3,10,0.0,0.0,2,4,3,1.0,3.0,2.0,2.0,440,4.0,0,538,6,3,2,5.0,1014,685,0,1,0,2,0,3,2,2,7,7,0.0,1.0,1.0,420,2.0,2.0,3,0,74,0,0,0,0,0.0,0,8,2009,6,2,95000
1187,1188,20,4,89.0,12461,2,0.0,1,2,2,2,1,5,5,4,6,5,1994,1995,2,3,13,0.0,0.0,3,4,6,3.0,3.0,1.0,6.0,1456,4.0,0,168,6,5,2,5.0,1624,0,0,1,0,2,0,2,1,3,5,7,2.0,5.0,2.0,757,4.0,5.0,3,0,114,192,0,0,0,0.0,0,7,2006,6,5,262000
1188,1189,60,4,68.0,8935,2,0.0,2,2,2,1,1,5,5,4,8,5,2002,2002,2,3,14,2.0,95.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,831,6,5,2,5.0,831,829,0,0,0,2,1,3,1,3,7,7,0.0,5.0,2.0,493,4.0,5.0,3,144,68,0,0,0,0,0.0,0,7,2009,6,5,195000
1189,1190,60,4,60.0,7500,2,0.0,1,2,2,1,1,5,5,4,8,5,1999,1999,2,3,14,0.0,0.0,2,4,6,2.0,3.0,1.0,5.0,0,4.0,0,994,6,4,2,5.0,1028,776,0,0,0,2,1,3,1,3,7,7,3.0,5.0,3.0,442,4.0,5.0,3,140,60,0,0,0,0,0.0,0,6,2010,6,5,189000
1190,1191,190,4,0.0,32463,2,0.0,1,3,2,1,2,5,5,1,6,4,1961,1975,2,3,6,3.0,149.0,2,3,3,2.0,3.0,3.0,2.0,1159,4.0,0,90,6,5,2,5.0,1622,0,0,1,0,1,0,3,1,2,7,7,3.0,3.0,3.0,1356,4.0,5.0,3,439,0,0,0,0,0,0.0,0,3,2007,6,5,168000
1191,1192,160,5,24.0,2645,2,2.0,1,2,2,1,1,5,5,3,8,5,1999,2000,2,3,6,2.0,456.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,776,6,5,2,5.0,764,677,0,0,0,2,1,2,1,3,5,7,0.0,2.0,1.0,492,4.0,5.0,3,206,0,0,0,0,0,0.0,0,11,2007,6,5,174000
1192,1193,50,2,60.0,9600,2,1.0,1,2,2,1,1,5,5,4,3,8,1925,1994,1,3,14,0.0,0.0,2,4,6,2.0,3.0,2.0,5.0,0,4.0,0,702,6,4,2,5.0,842,630,0,0,0,1,0,3,1,3,6,7,0.0,2.0,1.0,250,4.0,2.0,2,0,0,84,0,0,0,0.0,0,7,2007,6,5,125000
1193,1194,120,2,0.0,4500,2,0.0,1,2,2,3,1,5,5,5,6,5,1999,1999,5,3,14,2.0,425.0,2,4,6,4.0,3.0,1.0,6.0,883,4.0,0,341,6,5,2,5.0,1224,0,0,1,0,2,0,2,1,2,5,7,0.0,5.0,3.0,402,4.0,5.0,3,0,304,0,0,0,0,0.0,0,6,2009,6,5,165000
1194,1195,60,4,80.0,9364,2,0.0,1,2,2,2,1,5,5,4,8,7,1969,1969,2,3,10,3.0,143.0,2,4,3,2.0,3.0,1.0,4.0,371,4.0,0,292,6,3,2,5.0,663,689,0,0,0,1,1,4,1,2,7,7,0.0,5.0,3.0,299,4.0,5.0,3,379,36,0,0,0,0,0.0,0,3,2010,6,5,158000
1195,1196,60,4,51.0,8029,2,0.0,2,2,2,1,1,5,5,4,8,5,2005,2005,2,3,14,0.0,0.0,2,4,6,3.0,3.0,1.0,5.0,0,4.0,0,728,6,5,2,5.0,728,728,0,0,0,2,1,3,1,3,8,7,0.0,5.0,3.0,400,4.0,5.0,3,100,24,0,0,0,0,0.0,0,7,2008,6,5,176000
1196,1197,60,4,58.0,14054,2,0.0,2,2,2,1,1,5,5,4,8,5,2006,2006,2,3,14,0.0,0.0,3,4,6,3.0,3.0,3.0,5.0,0,4.0,0,879,6,5,2,5.0,879,984,0,0,0,2,1,4,1,3,9,7,4.0,6.0,3.0,660,4.0,5.0,3,100,17,0,0,0,0,0.0,0,11,2006,8,6,219210
1197,1198,75,2,65.0,8850,2,0.0,2,1,2,2,1,5,5,4,4,6,1916,1950,2,3,6,0.0,0.0,2,4,2,2.0,3.0,1.0,5.0,0,4.0,0,815,6,5,2,5.0,815,875,0,0,0,1,0,3,1,2,7,7,4.0,2.0,1.0,225,4.0,5.0,3,0,0,330,0,0,0,0.0,0,7,2006,4,5,144000
1198,1199,20,4,70.0,9100,2,0.0,1,2,2,1,1,5,5,4,6,5,2001,2001,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,1212,6,5,2,5.0,1212,0,0,0,0,2,0,3,1,3,6,7,0.0,5.0,2.0,573,4.0,5.0,3,356,0,0,0,0,0,0.0,0,6,2009,6,5,178000
1199,1200,20,4,75.0,11235,2,0.0,1,2,2,1,1,5,5,4,6,5,1963,1979,2,3,10,2.0,51.0,2,4,3,2.0,3.0,1.0,1.0,547,4.0,0,504,6,4,2,5.0,1382,0,0,0,0,1,1,3,1,2,6,7,1.0,5.0,1.0,459,4.0,5.0,3,0,82,0,0,0,0,0.0,0,10,2006,6,5,148000
1200,1201,20,4,71.0,9353,2,0.0,1,2,2,1,1,5,5,4,6,5,1970,1970,2,3,6,0.0,0.0,2,4,3,2.0,3.0,1.0,5.0,0,4.0,0,864,6,4,2,5.0,864,0,0,0,0,1,0,3,1,2,5,7,0.0,5.0,1.0,280,4.0,5.0,3,0,0,0,0,0,0,2.0,0,7,2006,1,2,116050
1201,1202,60,4,80.0,10400,2,0.0,1,2,2,2,1,5,5,4,8,5,1998,1998,2,3,14,0.0,0.0,2,4,6,3.0,3.0,3.0,5.0,0,4.0,0,866,6,5,2,5.0,866,913,0,0,0,2,1,3,1,3,6,7,0.0,5.0,2.0,546,4.0,5.0,3,198,36,0,0,0,0,0.0,0,3,2009,6,5,197900
1202,1203,50,2,50.0,6000,2,0.0,1,2,2,2,1,5,5,4,3,8,1925,1997,2,3,5,0.0,0.0,2,4,2,2.0,3.0,1.0,5.0,0,4.0,0,884,6,5,2,5.0,884,464,0,1,0,1,0,3,1,2,5,7,2.0,2.0,1.0,216,4.0,5.0,1,0,0,208,0,0,0,0.0,0,5,2009,6,5,117000
1203,1204,20,4,75.0,9750,2,0.0,1,2,2,1,1,5,5,4,6,5,2000,2001,2,3,14,2.0,171.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,1630,6,5,2,5.0,1630,0,0,0,0,2,0,3,1,3,6,7,3.0,5.0,1.0,451,4.0,5.0,3,74,234,0,0,0,0,0.0,0,10,2009,6,5,213000
1204,1205,20,4,78.0,10140,2,0.0,1,2,2,1,1,5,5,4,6,6,1975,1975,2,3,10,0.0,0.0,2,4,3,3.0,3.0,1.0,4.0,788,4.0,0,268,6,5,2,5.0,1074,0,0,1,0,1,1,3,1,2,6,7,0.0,5.0,2.0,495,4.0,5.0,3,0,88,0,0,0,0,0.0,0,7,2006,6,5,153500
1205,1206,20,4,90.0,14684,2,0.0,2,2,2,4,1,5,5,4,6,7,1990,1991,5,3,10,2.0,234.0,3,4,3,3.0,3.0,2.0,4.0,485,1.0,177,1496,6,4,2,5.0,2196,0,0,0,0,2,0,3,1,3,7,7,3.0,5.0,2.0,701,4.0,5.0,3,84,70,0,0,0,0,0.0,0,6,2009,6,5,271900
1206,1207,20,3,0.0,8900,2,0.0,1,2,2,1,1,5,5,4,6,4,1966,1966,2,3,10,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,1056,4.0,0,0,6,3,2,5.0,1056,0,0,1,0,1,0,2,1,2,5,7,0.0,2.0,1.0,384,4.0,5.0,3,0,42,0,0,0,0,0.0,0,11,2006,6,5,107000
1207,1208,20,4,70.0,9135,2,0.0,1,2,2,1,1,5,5,4,6,5,2003,2003,2,3,14,2.0,120.0,3,4,6,3.0,3.0,3.0,6.0,340,4.0,0,1342,6,5,2,5.0,1700,0,0,1,0,2,0,3,1,3,7,7,0.0,5.0,2.0,544,4.0,5.0,3,192,23,0,0,0,0,0.0,0,5,2006,6,5,200000
1208,1209,20,4,70.0,7763,2,0.0,1,2,2,1,1,5,5,4,6,7,1962,1980,2,3,6,0.0,0.0,2,3,3,2.0,3.0,1.0,1.0,504,1.0,108,319,6,3,2,5.0,1283,0,0,1,0,1,0,3,1,2,6,7,0.0,2.0,1.0,506,4.0,5.0,3,0,0,0,0,0,0,0.0,0,10,2008,6,5,140000
1209,1210,20,4,85.0,10182,2,0.0,2,2,2,4,1,7,5,4,6,5,2006,2006,5,3,14,3.0,420.0,3,4,6,4.0,3.0,2.0,6.0,1220,4.0,0,440,6,5,2,5.0,1660,0,0,1,0,2,0,3,1,3,8,7,4.0,5.0,2.0,500,4.0,5.0,3,322,50,0,0,0,0,0.0,0,5,2006,8,6,290000
1210,1211,60,4,70.0,11218,2,0.0,1,2,2,1,1,5,5,4,8,5,1992,1992,2,3,5,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,1055,6,5,2,5.0,1055,790,0,0,0,2,1,3,1,3,8,7,3.0,5.0,2.0,462,4.0,5.0,3,635,104,0,0,0,0,2.0,400,5,2010,6,5,189000
1211,1212,50,4,152.0,12134,2,0.0,2,1,2,1,2,5,5,4,3,7,1988,2005,2,3,5,0.0,0.0,3,4,5,3.0,3.0,3.0,6.0,427,4.0,0,132,6,4,2,5.0,1080,672,0,0,0,2,0,4,1,2,8,7,0.0,4.0,2.0,492,4.0,5.0,3,325,12,0,0,0,0,0.0,0,6,2010,6,5,164000
1212,1213,30,4,50.0,9340,2,0.0,1,2,2,1,1,5,5,4,6,6,1941,1950,5,3,6,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,344,4.0,0,328,6,3,2,5.0,672,0,0,1,0,1,0,2,1,2,4,7,0.0,5.0,1.0,234,4.0,5.0,1,0,113,0,0,0,0,0.0,0,8,2009,6,5,113000
1213,1214,80,4,0.0,10246,2,0.0,2,2,2,4,1,5,5,4,5,9,1965,2001,2,3,14,0.0,0.0,2,3,3,2.0,4.0,3.0,6.0,648,4.0,0,0,6,5,2,5.0,960,0,0,1,1,0,0,0,1,2,3,7,0.0,5.0,1.0,364,4.0,5.0,3,88,0,0,0,0,0,0.0,0,5,2006,6,5,145000
1214,1215,85,4,69.0,10205,2,0.0,2,2,2,1,1,5,5,4,2,5,1962,1962,2,3,6,0.0,0.0,2,4,3,2.0,3.0,3.0,2.0,784,4.0,0,141,6,3,2,5.0,999,0,0,1,0,1,0,3,1,2,6,7,0.0,5.0,1.0,300,4.0,5.0,3,150,72,0,0,0,0,0.0,0,5,2006,6,5,134500
1215,1216,20,4,99.0,7094,2,0.0,2,2,2,1,1,5,5,4,6,5,1966,1966,2,3,14,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,180,3.0,374,340,6,3,2,5.0,894,0,0,0,0,1,0,3,1,2,5,7,0.0,2.0,2.0,384,4.0,5.0,3,0,0,0,0,0,0,0.0,0,5,2007,6,5,125000
1216,1217,90,2,68.0,8930,2,0.0,1,2,2,1,1,2,5,2,3,5,1978,1978,2,3,14,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0,0.0,0,0,6,3,2,5.0,1318,584,0,0,0,2,0,4,2,2,8,7,0.0,5.0,1.0,539,4.0,5.0,3,0,0,0,0,0,0,0.0,0,4,2010,6,5,112000
1217,1218,20,5,72.0,8640,2,0.0,1,2,2,1,1,5,5,4,6,5,2009,2009,2,3,15,3.0,72.0,3,4,6,3.0,3.0,2.0,6.0,936,4.0,0,364,6,5,2,5.0,1314,0,0,1,0,2,0,3,1,3,6,7,0.0,5.0,2.0,552,4.0,5.0,3,135,112,0,0,0,0,0.0,0,9,2009,8,6,229456
1218,1219,50,2,52.0,6240,2,0.0,1,2,2,1,1,5,5,4,3,5,1947,1950,2,3,2,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0,0.0,0,0,6,4,1,5.0,672,240,0,0,0,1,0,2,1,2,3,7,0.0,0.0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,7,2006,6,5,80500
1219,1220,160,2,21.0,1680,2,0.0,1,2,2,1,1,5,5,3,8,5,1971,1971,2,3,15,2.0,236.0,2,4,3,2.0,3.0,1.0,5.0,0,4.0,0,672,6,3,2,5.0,672,546,0,0,0,1,1,3,1,2,7,7,0.0,0.0,0.0,0,0.0,0.0,1,201,0,0,0,0,0,0.0,0,4,2006,6,2,91500
1220,1221,20,4,66.0,7800,2,0.0,2,2,2,1,1,5,5,4,6,5,1964,1964,2,3,5,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,312,3.0,600,0,6,3,2,5.0,912,0,0,0,0,1,0,2,1,2,5,7,0.0,5.0,1.0,288,4.0,5.0,3,0,0,0,0,0,0,0.0,0,11,2006,6,2,115000
1221,1222,20,4,55.0,8250,2,0.0,1,2,2,1,1,3,5,4,6,5,1968,1968,5,3,10,0.0,0.0,2,4,3,2.0,3.0,1.0,2.0,250,3.0,492,210,6,5,2,5.0,1211,0,0,0,0,1,0,3,1,2,5,7,3.0,5.0,1.0,322,4.0,5.0,3,0,63,0,0,0,0,0.0,0,8,2008,6,5,134000
1222,1223,50,4,78.0,10496,2,0.0,1,2,2,1,1,1,5,4,3,6,1949,1950,2,3,5,2.0,320.0,2,4,3,2.0,3.0,2.0,1.0,196,4.0,0,844,6,5,2,5.0,1168,678,0,0,0,2,0,3,1,2,7,7,4.0,5.0,1.0,315,4.0,5.0,3,0,0,0,0,0,0,0.0,0,1,2007,6,5,143000
1223,1224,20,4,89.0,10680,2,0.0,1,2,2,1,1,5,5,4,6,3,1951,1951,5,3,5,2.0,44.0,2,4,3,2.0,2.0,1.0,3.0,756,4.0,0,1380,6,3,1,4.0,2136,0,0,0,0,2,0,4,1,2,7,3,0.0,2.0,1.0,528,4.0,5.0,3,0,30,0,0,0,0,0.0,0,10,2006,6,5,137900
1224,1225,60,4,60.0,15384,2,0.0,2,2,2,1,1,4,5,4,8,5,2004,2005,2,3,14,0.0,0.0,3,4,6,3.0,3.0,3.0,6.0,724,4.0,0,64,6,5,2,5.0,788,702,0,1,0,2,1,3,1,3,8,7,4.0,5.0,3.0,388,4.0,5.0,3,100,75,0,0,0,0,0.0,0,2,2008,6,5,184000
